11.04.2017;0:00:00;42836,0000009491;9,31;6,00;6,64;7,07;3,95;6,85;5,24;7,65;3,08;1,12;4,32;9,13;4,20;4,39;3,90;4,02;6,91;8,22;
11.04.2017;0:00:10;42836,0001197801;9,31;5,00;6,60;7,07;3,97;6,85;5,24;7,65;3,08;1,11;4,33;9,13;4,21;4,39;3,90;4,02;6,90;8,23;
11.04.2017;0:00:20;42836,0002344329;9,31;6,00;6,12;7,07;3,98;6,85;5,23;7,65;3,09;1,12;4,31;9,13;4,23;4,39;3,90;4,02;6,90;8,23;
11.04.2017;0:00:30;42836,0003490856;9,31;7,00;6,74;7,07;4,00;6,85;5,23;7,65;3,08;1,12;4,32;9,13;4,23;4,39;3,90;4,02;6,91;8,23;
11.04.2017;0:00:40;42836,0004637384;9,31;7,00;5,98;7,07;4,01;6,85;5,24;7,65;3,08;1,12;4,32;9,13;4,24;4,38;3,89;4,02;6,92;8,23;
11.04.2017;0:00:50;42836,0005829167;9,31;7,00;6,12;7,07;4,04;6,85;5,23;7,65;3,09;1,13;4,32;9,13;4,24;4,39;3,90;4,02;6,91;8,22;
11.04.2017;0:01:00;42836,0006975694;9,31;6,00;6,11;7,07;4,05;6,85;5,24;7,65;3,09;1,13;4,31;9,13;4,25;4,39;3,90;4,02;6,92;8,22;
11.04.2017;0:01:10;42836,0008122222;9,31;6,00;6,19;7,07;4,08;6,85;5,24;7,65;3,08;1,14;4,32;9,13;4,26;4,39;3,90;4,02;6,93;8,24;
11.04.2017;0:01:20;42836,0009267593;9,31;7,00;6,10;7,07;4,09;6,85;5,24;7,66;3,08;1,14;4,32;9,13;4,26;4,39;3,90;4,02;6,93;8,24;
11.04.2017;0:01:30;42836,0010458218;9,31;6,00;6,37;7,06;4,11;6,85;5,24;7,66;3,08;1,14;4,32;9,13;4,26;4,39;3,90;4,02;6,94;8,24;
11.04.2017;0:01:40;42836,0011604745;9,31;6,00;6,10;7,07;4,13;6,85;5,24;7,66;3,08;1,15;4,33;9,13;4,26;4,39;3,90;4,02;6,93;8,24;
11.04.2017;0:01:50;42836,0012751273;9,31;6,00;6,54;7,06;4,14;6,85;5,24;7,66;3,08;1,16;4,32;9,13;4,26;4,39;3,90;4,02;6,94;8,23;
11.04.2017;0:02:00;42836,0013897801;9,31;6,00;5,88;7,07;4,16;6,85;5,25;7,66;3,07;0,13;4,33;9,13;4,26;4,38;3,91;4,02;6,94;8,23;
